timestamp,open,high,low,close,volume
4/4/2019 16:00,396.42,397,395.93,395.98,670413
4/4/2019 15:45,396.43,396.8992,395.61,396.45,310247
4/4/2019 15:30,396.2374,396.57,395.79,396.21,186175
4/4/2019 15:15,396.68,396.86,395.85,396.19,222259
4/4/2019 15:00,395.92,396.91,395.7365,396.6304,297840
4/4/2019 14:45,395.6304,396.12,394.8485,395.9,194693
4/4/2019 14:30,394.8385,395.94,394.78,395.61,160634
4/4/2019 14:15,394.5,394.96,394.05,394.8498,105294
4/4/2019 14:00,393.95,394.7699,393.95,394.3771,114996
4/4/2019 13:45,394.2683,394.4524,393.66,393.91,114310
4/4/2019 13:30,394.21,394.565,393.7406,394.32,176046
4/4/2019 13:15,394.785,394.8,393.74,394.1367,188555
4/4/2019 13:00,395.17,395.65,394.6405,394.7814,212462
4/4/2019 12:45,395.1,395.74,394.95,395.25,135883
4/4/2019 12:30,395.85,395.94,394.95,395.2913,142844
4/4/2019 12:15,394.99,396.15,394.99,395.7,138711
4/4/2019 12:00,396.26,396.52,394.5,394.9085,273969
4/4/2019 11:45,396.67,397.04,395.75,396.17,297821
4/4/2019 11:30,395.11,397,394.805,396.82,345058
4/4/2019 11:15,395.83,396.41,394.9,395.055,351867
4/4/2019 11:00,393.7,396.25,393.7,395.7314,564150
4/4/2019 10:45,394.9,395.13,392.8,393.57,506102
4/4/2019 10:30,394.4894,395,393.725,394.915,333152
4/4/2019 10:15,392.465,395.035,392.44,394.5,621047
4/4/2019 10:00,393,393.93,391.27,392.3665,607931
4/4/2019 9:45,385.5,395.85,385.13,392.93,1696005
4/3/2019 16:00,385.3,385.445,384.43,384.82,453782
4/3/2019 15:45,385.31,385.655,385.09,385.29,218031
4/3/2019 15:30,385.01,385.38,384.42,385.33,305836
4/3/2019 15:15,385.41,385.71,385.01,385.01,157252
4/3/2019 15:00,384.88,385.8661,384.88,385.33,184480
4/3/2019 14:45,385.6,385.6,384.66,384.893,155976
4/3/2019 14:30,384.74,385.915,384.74,385.605,184604
4/3/2019 14:15,385,385.12,384.2,384.71,218278
4/3/2019 14:00,385.705,385.7314,384.86,385,330198
4/3/2019 13:45,386.3,386.53,385.57,385.735,204881
4/3/2019 13:30,386.43,386.53,386,386.31,121904
4/3/2019 13:15,386.45,386.55,386.17,386.42,145490
4/3/2019 13:00,386.0801,386.42,385.76,386.4,131429
4/3/2019 12:45,386.26,386.35,385.91,386.106,120105
4/3/2019 12:30,386.38,386.48,386.1659,386.2852,80271
4/3/2019 12:15,386.54,386.8,386.06,386.4107,163671
4/3/2019 12:00,385.725,386.78,385.68,386.6079,133761
4/3/2019 11:45,385.83,386.49,385.57,385.75,166224
4/3/2019 11:30,385.86,386.42,385.6,385.803,185469
4/3/2019 11:15,386.75,386.8,385.75,385.89,175176
4/3/2019 11:00,386.7,386.88,384.91,386.75,319922
4/3/2019 10:45,386.54,386.85,386.1,386.5259,275979
4/3/2019 10:30,386.915,387.55,386.49,386.6751,267854
4/3/2019 10:15,385.87,387.26,384.09,386.81,670885
4/3/2019 10:00,389.15,389.325,385.12,386.1184,691907
4/3/2019 9:45,389,391.4001,388.09,389.05,561696
4/2/2019 16:00,391.23,391.4852,390.14,390.68,495239
4/2/2019 15:45,391.15,391.61,391.11,391.36,223994
4/2/2019 15:30,391.32,391.33,390.3608,391.1721,209791
4/2/2019 15:15,391.18,391.555,391.02,391.29,157305
4/2/2019 15:00,390.75,391.2175,390.61,391.14,198063
4/2/2019 14:45,390.22,391.1,390.15,390.76,158042
4/2/2019 14:30,390.52,390.6296,389.51,390.2,245762
4/2/2019 14:15,390.37,390.569,389.61,390.45,155758
4/2/2019 14:00,390.875,390.9,390.0747,390.3,133313
4/2/2019 13:45,390.96,391.1652,390.39,390.82,123451
4/2/2019 13:30,391.5,391.705,390.9,390.935,116148
4/2/2019 13:15,391.12,391.71,390.9,391.49,172953
4/2/2019 13:00,391.119,391.37,390.81,391.17,88781
4/2/2019 12:45,391.285,391.5,391,391.19,139629
4/2/2019 12:30,391.25,391.51,390.71,391.29,218683
4/2/2019 12:15,392.23,392.5,391.25,391.25,153029
4/2/2019 12:00,392.3006,392.8282,392.0032,392.21,220045
4/2/2019 11:45,393.9,393.914,392.1038,392.21,192686
4/2/2019 11:30,393,394.19,392.705,393.8422,183355
4/2/2019 11:15,394.4299,394.69,392.62,393.1526,257422
4/2/2019 11:00,394.02,394.8023,393.6495,394.41,227799
4/2/2019 10:45,393.6,394.329,393.21,393.9726,340535
4/2/2019 10:30,392.4804,393.5067,392.1857,393.5,223386
4/2/2019 10:15,391.59,392.85,390.36,392.56,309648
4/2/2019 10:00,391.462,393.4099,391.01,391.51,488387
4/2/2019 9:45,388.69,391.54,388.51,391.54,616495
4/1/2019 16:00,390.63,392.58,390.6298,391.54,568939
4/1/2019 15:45,391.92,392.1,390.34,390.61,314524
4/1/2019 15:30,391.37,392.31,391.1004,391.893,199153
4/1/2019 15:15,392.41,392.7,391.175,391.3701,252754
4/1/2019 15:00,392.1,392.9,391.6,392.4431,238198
4/1/2019 14:45,391.045,392.75,390.99,392.0999,357130
4/1/2019 14:30,390.45,391.4199,390.1301,391.005,277571
4/1/2019 14:15,389.205,390.5,389.17,390.41,352229
4/1/2019 14:00,389.09,389.37,389,389.24,113920
4/1/2019 13:45,389.3922,389.5,388.94,389.05,159120
4/1/2019 13:30,388.73,389.86,388.73,389.4627,295094
4/1/2019 13:15,388.3,388.87,387.98,388.86,145005
4/1/2019 13:00,388.21,388.75,388,388.31,141909
4/1/2019 12:45,387.64,388.52,387.6381,388.081,119271
4/1/2019 12:30,387.5019,388.02,387.26,387.645,139104
4/1/2019 12:15,387.7093,387.8,386.81,387.57,189529
4/1/2019 12:00,387.86,388.5,387.7,387.78,158470
4/1/2019 11:45,388.4,388.45,387.15,387.795,198696
4/1/2019 11:30,387.4812,388.96,387.47,388.64,360042
4/1/2019 11:15,387.05,387.5696,386.11,387.5696,225087
4/1/2019 11:00,387.32,387.49,386.5845,387,275849
4/1/2019 10:45,384.93,387.71,384.81,387.43,410880
4/1/2019 10:30,384,385,383.82,385,165039
4/1/2019 10:15,384.5,385.2899,383.8426,384,366350
4/1/2019 10:00,383.5,384.74,383.13,384.5588,364949
4/1/2019 9:45,386.36,386.3959,383.1326,383.52,839201
3/29/2019 16:00,381.03,381.56,380.6434,381.42,564313
3/29/2019 15:45,380.57,381.04,380.21,380.98,218927
3/29/2019 15:30,381.02,381.15,380.33,380.55,152962
3/29/2019 15:15,380.95,381.3,380.7199,381.03,147665
3/29/2019 15:00,381.1,381.119,380.69,380.9042,90847
3/29/2019 14:45,380.77,381.1443,380.64,380.97,113241
3/29/2019 14:30,381.08,381.11,380.6385,380.84,90597
3/29/2019 14:15,380.96,381.3,380.96,381.1,97041
3/29/2019 14:00,381.38,381.385,380.73,380.97,106957
3/29/2019 13:45,381.05,381.47,380.52,381.41,202793
3/29/2019 13:30,381.5883,381.62,380.841,381.0911,163053
3/29/2019 13:15,381.44,382.1444,381.16,381.61,258064
3/29/2019 13:00,381.47,381.585,380.75,381.42,174788
3/29/2019 12:45,381.6799,381.85,381.2,381.3098,111012
3/29/2019 12:30,380.525,382,380.48,381.72,269292
3/29/2019 12:15,380.5,380.79,379.81,380.4639,193446
3/29/2019 12:00,380.83,380.98,380.2386,380.4726,148105
3/29/2019 11:45,381.4032,381.77,380.53,380.84,174950
3/29/2019 11:30,380.84,381.75,380.76,381.398,289696
3/29/2019 11:15,380,381.1,379.82,380.82,280677
3/29/2019 11:00,379.605,380.43,379.15,379.9826,331469
3/29/2019 10:45,380.87,380.87,378.67,379.71,513001
3/29/2019 10:30,378.405,380.95,378.1,380.9,602649
3/29/2019 10:15,376.43,378.53,376.4,378.3,505381
3/29/2019 10:00,376.0501,378.005,376,376.4,546292
3/29/2019 9:45,376.55,376.77,374.74,376.2,507486
3/28/2019 16:00,374.82,374.89,374.28,374.28,261962
3/28/2019 15:45,374.51,374.89,374.51,374.82,138511
3/28/2019 15:30,374.71,374.77,374.22,374.41,97421
3/28/2019 15:15,374.79,374.85,374.1701,374.68,120508
3/28/2019 15:00,374.4035,374.8281,373.75,374.7,113521
3/28/2019 14:45,374.56,374.7,374.32,374.356,70798
3/28/2019 14:30,374.68,374.71,374.25,374.62,85182
3/28/2019 14:15,375.28,375.28,374.58,374.7,92753
3/28/2019 14:00,375.14,375.3,374.65,375.26,114340
3/28/2019 13:45,374.4597,375.28,374.3714,375.17,109651
3/28/2019 13:30,374.36,374.69,374.1569,374.46,68626
3/28/2019 13:15,374.91,375.11,374.1895,374.35,95425
3/28/2019 13:00,374.55,375.1501,374.28,374.8446,119714
3/28/2019 12:45,374.11,374.69,373.96,374.69,87785
3/28/2019 12:30,373.906,374.5,373.6,374.1022,112700
3/28/2019 12:15,374.64,374.91,373.5,373.92,200457
3/28/2019 12:00,374.09,374.89,373.96,374.3856,153670
3/28/2019 11:45,373.12,374.4,372.9484,374.23,147955
3/28/2019 11:30,373.71,373.93,373.01,373.12,121054
3/28/2019 11:15,373.11,374,372.8,373.7923,201294
3/28/2019 11:00,373.2,373.45,372.68,373.09,171863
3/28/2019 10:45,373.13,373.5,372.904,373.2,171965
3/28/2019 10:30,372.62,373.395,372.53,373.13,228099
3/28/2019 10:15,374.76,375.4,372.33,372.5592,441641
3/28/2019 10:00,374.55,375.65,374.2,374.69,388254
3/28/2019 9:45,376.33,376.33,372.564,374.4,600397
3/27/2019 16:00,373.95,374.5,373.82,374.2,552883
3/27/2019 15:45,373.87,374.7,373.77,373.83,322483
3/27/2019 15:30,372.92,373.8699,372.76,373.61,248126
3/27/2019 15:15,373.92,374.045,372.5066,373,263538
3/27/2019 15:00,373.5898,374.659,372.76,373.78,434248
3/27/2019 14:45,372.668,373.86,372.4,373.57,383503
3/27/2019 14:30,374.93,375.85,371.83,372.687,757592
3/27/2019 14:15,369.88,376.6241,369,374.95,2030150
3/27/2019 14:00,370,370.22,369.22,369.8,179365
3/27/2019 13:45,368.885,369.94,368.6,369.94,194756
3/27/2019 13:30,367.4995,369.2885,367.4623,368.92,296062
3/27/2019 13:15,368.65,368.65,367.07,367.6,224679
3/27/2019 13:00,368.07,368.8744,368.02,368.5548,208344
3/27/2019 12:45,367.84,368.3,367.4,368.0004,196149
3/27/2019 12:30,366.262,367.87,366.262,367.72,157692
3/27/2019 12:15,366.33,367.608,366.2419,366.33,158673
3/27/2019 12:00,365.66,366.695,365.565,366.27,169322
3/27/2019 11:45,367.45,367.49,365.64,365.64,238921
3/27/2019 11:30,367.42,368.3299,366.91,367.48,174782
3/27/2019 11:15,368.77,369.19,367.17,367.43,150820
3/27/2019 11:00,367.78,369.22,367.48,368.85,183734
3/27/2019 10:45,369.76,369.81,367.53,367.86,280610
3/27/2019 10:30,370.2101,370.7975,369.75,369.9,151827
3/27/2019 10:15,370.4755,370.71,369.5,370.35,195633
3/27/2019 10:00,372.04,372.25,370.0101,370.5,236774
3/27/2019 9:45,372,372.82,370.61,372.14,723319
3/26/2019 16:00,369.19,370.64,368.95,370.37,445915
3/26/2019 15:45,369.35,369.86,369.21,369.2269,140523
3/26/2019 15:30,370.1,370.16,369.3,369.3529,143437
3/26/2019 15:15,369.66,370.57,369.4634,370.07,179893
3/26/2019 15:00,368.84,370.02,368.42,369.7989,188217
3/26/2019 14:45,368.1,368.8,367.95,368.8,115539
3/26/2019 14:30,368.05,368.48,368,368.3,126347
3/26/2019 14:15,367.715,368.16,367.715,367.99,114703
3/26/2019 14:00,368.29,368.32,367.6,367.63,173847
3/26/2019 13:45,368.4,368.4016,367.67,368.23,184567
3/26/2019 13:30,368.8,368.84,368.176,368.47,115788
3/26/2019 13:15,368.5812,368.99,368.31,368.8001,164429
3/26/2019 13:00,368.59,369.42,368.4993,368.66,176557
3/26/2019 12:45,369.515,369.66,368.5,368.65,242409
3/26/2019 12:30,370.4092,370.93,369.325,369.5371,177273
3/26/2019 12:15,370.02,370.49,369.91,370.35,123912
3/26/2019 12:00,371.17,371.17,369.4,370,289227
3/26/2019 11:45,371.22,371.46,371,371.16,98247
3/26/2019 11:30,372.41,372.5,370.9,371.2164,161712
3/26/2019 11:15,372.48,372.81,372.05,372.28,120372
3/26/2019 11:00,372.66,372.749,372.05,372.36,146530
3/26/2019 10:45,372.07,372.65,371.5758,372.65,214892
3/26/2019 10:30,372.26,372.3213,370.32,372,340824
3/26/2019 10:15,374.01,374.3,371.81,372.14,425456
3/26/2019 10:00,372.725,374.445,372.5,374.1858,420647
3/26/2019 9:45,375.29,375.59,371.7962,372.62,810354
3/25/2019 16:00,370.43,371.2,369.34,370.54,768967
3/25/2019 15:45,368.89,370.5647,368.69,370.45,461397
3/25/2019 15:30,369.05,369.1499,367.15,368.93,370253
3/25/2019 15:15,367.75,369.29,367.58,369.03,312216
3/25/2019 15:00,367.801,367.81,366.935,367.7,203574
3/25/2019 14:45,367.74,368.04,367.53,367.63,239155
3/25/2019 14:30,367.67,367.81,367.15,367.69,179977
3/25/2019 14:15,366.52,367.655,366.47,367.655,187982
3/25/2019 14:00,367.01,367.17,366.17,366.655,140627
3/25/2019 13:45,366.9,367.18,366.645,367,98794
3/25/2019 13:30,366.965,367.25,366.5,367.01,141069
3/25/2019 13:15,366.675,367.08,366.1209,366.98,129559
3/25/2019 13:00,365.54,366.705,365.4724,366.521,131117
3/25/2019 12:45,365.59,365.92,364.775,365.6378,145733
3/25/2019 12:30,365.9478,366.599,365.61,365.62,170017
3/25/2019 12:15,366.345,367.16,363.8842,366,444235
3/25/2019 12:00,366.55,366.89,366.18,366.2,164251
3/25/2019 11:45,366.63,367.46,366.17,366.53,195644
3/25/2019 11:30,365.86,366.83,365.7,366.6858,220008
3/25/2019 11:15,365.87,365.95,365.0356,365.79,213115
3/25/2019 11:00,363.43,365.99,363.4013,365.78,323015
3/25/2019 10:45,364.28,364.78,362.9,363.36,301117
3/25/2019 10:30,365.1,365.67,364.11,364.3,242590
3/25/2019 10:15,366.13,366.6,364.9,365.2,329286
3/25/2019 10:00,366.75,367.03,365.3384,366,379708
3/25/2019 9:45,364.56,367.5,364.5,366.68,1211560
3/22/2019 16:00,363.34,363.92,361.5595,362.55,1158180
3/22/2019 15:45,365.01,365.21,363.25,363.3,392633
3/22/2019 15:30,365.9175,366.15,365.06,365.1328,172831
3/22/2019 15:15,366.3,366.66,365.75,365.93,190581
3/22/2019 15:00,366.09,366.72,365.7425,366.27,198321
3/22/2019 14:45,366.535,366.5899,365.543,366.04,178202
3/22/2019 14:30,366,366.989,366,366.535,235261
3/22/2019 14:15,365.0706,365.935,365.03,365.93,125830
3/22/2019 14:00,365.26,365.66,364.915,365.03,134770
3/22/2019 13:45,365.4673,365.99,364.9257,365.27,129150
3/22/2019 13:30,365.74,366.15,365.25,365.45,147921
3/22/2019 13:15,364.84,366.265,364.75,365.56,241512
3/22/2019 13:00,364.79,365.29,364.0918,364.86,181631
3/22/2019 12:45,364.175,365.44,364.13,364.81,230633
3/22/2019 12:30,364.2,364.84,363.8,364.38,227386
3/22/2019 12:15,363.8,364.45,363.5,364.26,231092
3/22/2019 12:00,364.6,365.515,363.83,363.83,276237
3/22/2019 11:45,363.6746,364.85,363.43,364.5483,345525
3/22/2019 11:30,365.45,365.5499,363.61,363.7206,502718
3/22/2019 11:15,364.844,365.71,364.545,365.37,367532
3/22/2019 11:00,366.025,366.12,364.73,364.86,507322
3/22/2019 10:45,365.71,367.0819,365.71,366.245,259014
3/22/2019 10:30,366.49,368.0229,365.44,365.61,441450
3/22/2019 10:15,365.23,367.3,365.23,366.48,575178
3/22/2019 10:00,368.18,368.43,364.26,365.399,1205960
3/22/2019 9:45,369.05,369.86,367.75,368.37,1115051
3/21/2019 16:00,373.16,373.24,372.74,372.74,438223
3/21/2019 15:45,373.35,373.4,372.81,373.1675,308614
3/21/2019 15:30,373.8,373.8,373.3001,373.3001,180612
3/21/2019 15:15,372.91,374,372.8,373.77,242368
3/21/2019 15:00,374.2167,374.4,372.64,372.89,288706
3/21/2019 14:45,372.96,374.22,372.96,374.22,277658
3/21/2019 14:30,373.22,373.26,372.535,372.943,251423
3/21/2019 14:15,373.19,373.29,373,373.185,182121
3/21/2019 14:00,372.9,373.1737,372.73,373.1546,188707
3/21/2019 13:45,373.51,373.77,372.76,372.895,160559
3/21/2019 13:30,373.67,373.9063,373.2938,373.5,125808
3/21/2019 13:15,373.3,373.94,373.2,373.73,125143
3/21/2019 13:00,373.92,374.125,373.2,373.21,150234
3/21/2019 12:45,373.5565,373.92,372.71,373.84,211391
3/21/2019 12:30,374.16,374.33,372.9,373.39,213211
3/21/2019 12:15,374.96,374.96,373.66,374.195,211324
3/21/2019 12:00,375.535,375.95,374.7416,375.013,219974
3/21/2019 11:45,375.46,375.9,374.61,375.45,225846
3/21/2019 11:30,374.7248,375.51,374.5575,375.4133,223540
3/21/2019 11:15,373.76,374.86,373.45,374.67,232509
3/21/2019 11:00,373.6,373.76,372.5,373.72,203842
3/21/2019 10:45,372.726,374,372.45,373.541,203078
3/21/2019 10:30,373.38,373.45,372.27,372.66,299895
3/21/2019 10:15,373.1605,374.615,373.05,373.469,292631
3/21/2019 10:00,375.435,375.45,372.7559,373.2986,441246
3/21/2019 9:45,374.21,377,374.21,375.49,615693
3/20/2019 16:00,376.69,377.065,376.21,376.4,469324
3/20/2019 15:45,378.215,378.215,376.5014,376.5014,244886
3/20/2019 15:30,378.195,378.3,377.91,378.2515,148447
3/20/2019 15:15,377.8,378.45,377.15,378.14,244225
3/20/2019 15:00,378.65,378.91,377.7,377.75,184361
3/20/2019 14:45,379.4514,379.52,378.61,378.64,195434
3/20/2019 14:30,379.09,379.39,378.4,379.3,196159
3/20/2019 14:15,377.57,379.6,377.55,379.205,373778
3/20/2019 14:00,377.105,377.35,376.65,377.35,128111
3/20/2019 13:45,376.92,377.44,376.875,377.1,114454
3/20/2019 13:30,377.58,377.58,376.82,376.9138,117665
3/20/2019 13:15,377.15,377.52,376.81,377.5089,148984
3/20/2019 13:00,376.56,377.5,376.2831,377.2,147247
3/20/2019 12:45,377.45,377.585,375.65,376.73,305008
3/20/2019 12:30,378.213,378.4,377.29,377.79,147251
3/20/2019 12:15,377.13,378.23,377.13,378.12,259846
3/20/2019 12:00,378.4526,378.9119,376.09,377.15,404231
3/20/2019 11:45,380.0484,380.5,378,378.26,303487
3/20/2019 11:30,379.41,380.3,379.1841,380.04,244933
3/20/2019 11:15,378.99,379.8025,378.7,379.42,249739
3/20/2019 11:00,379.7604,380.196,378.65,378.84,258605
3/20/2019 10:45,380.63,380.635,379,379.5691,480642
3/20/2019 10:30,377.765,380.715,377.52,380.705,706103
3/20/2019 10:15,377.1483,378.6,377.05,377.778,494542
3/20/2019 10:00,374.55,378.2187,374.33,377.25,635523
3/20/2019 9:45,374.95,376,373.9,374.47,786089
3/19/2019 16:00,373.2,374.3,373.2,373.96,673127
3/19/2019 15:45,373.3,373.78,372.77,373.03,313341
3/19/2019 15:30,373.81,374.32,373.06,373.32,223629
3/19/2019 15:15,373.84,374.61,372.9825,373.77,384131
3/19/2019 15:00,375.37,375.73,373.7,373.77,211428
3/19/2019 14:45,375.3181,375.39,374.77,375.3018,102956
3/19/2019 14:30,375.11,375.34,374.62,375.214,149724
3/19/2019 14:15,376.09,376.09,375,375.2,125609
3/19/2019 14:00,376.1,376.38,375.6781,376.1163,116667
3/19/2019 13:45,376.05,377,376.05,376.12,240513
3/19/2019 13:30,375.54,376.1,375.33,376.08,169309
3/19/2019 13:15,375.56,375.91,375.12,375.58,153750
3/19/2019 13:00,376.47,376.47,373.58,375.51,391704
3/19/2019 12:45,376.25,376.57,375.53,376.3101,267880
3/19/2019 12:30,375.84,376.31,375.2,376.31,257811
3/19/2019 12:15,376.43,376.77,375.76,375.76,269527
3/19/2019 12:00,376.3,376.72,375.9434,376.34,232773
3/19/2019 11:45,378.2422,378.2422,375.5,376.4,338602
3/19/2019 11:30,377.5,378.49,377.3884,378.11,269834
3/19/2019 11:15,376.85,377.84,376.721,377.63,268446
3/19/2019 11:00,377.33,378.13,376.77,376.7826,372915
3/19/2019 10:45,377.8,378.75,377.23,377.54,402858
3/19/2019 10:30,376.7701,378.6903,376.76,377.69,569541
3/19/2019 10:15,375.4018,377.5,375.07,376.75,499186
3/19/2019 10:00,375.1155,376.8,374.745,375.23,758491
3/19/2019 9:45,371.29,375.84,371.11,375.09,1134000
3/18/2019 16:00,371.63,372.22,371.56,372.19,734359
3/18/2019 15:45,370.82,371.68,370.75,371.58,438093
3/18/2019 15:30,371.87,372.6095,370.28,370.6887,413135
3/18/2019 15:15,372.4978,372.4978,371.725,371.8208,236014
3/18/2019 15:00,371.8495,373.07,371.7194,372.43,451212
3/18/2019 14:45,371.4,372.03,371.1,371.8662,242655
3/18/2019 14:30,370.8,371.8,370.7974,371.405,238931
3/18/2019 14:15,370.885,371.42,370.58,370.7561,268905
3/18/2019 14:00,371.11,371.36,370.6291,370.9215,235256
3/18/2019 13:45,370.2653,371.25,370.14,371.1478,231770
3/18/2019 13:30,369.555,370.5,369.18,370.29,258798
3/18/2019 13:15,369.195,369.95,368.9,369.6296,209668
3/18/2019 13:00,369.29,369.4,368.55,369.2,264674
3/18/2019 12:45,370.15,370.15,368.3097,369.31,492464
3/18/2019 12:30,370.5107,370.63,370.07,370.2135,285787
3/18/2019 12:15,370.8994,371.055,370.05,370.45,329919
3/18/2019 12:00,370,371.55,370,370.8522,279451
3/18/2019 11:45,370.31,370.58,369.8,370.0724,206398
3/18/2019 11:30,371.47,371.55,369.8,370.4245,411990
3/18/2019 11:15,371.59,371.61,370.644,371.31,393389
3/18/2019 11:00,370.6,372.339,370.2708,371.65,556521
3/18/2019 10:45,369.8218,370.8583,368.76,370.67,583692
3/18/2019 10:30,368.8476,371.6461,368.34,369.82,793737
3/18/2019 10:15,368.89,370.07,368.6054,368.82,651951
3/18/2019 10:00,368.8,369.24,367.2,368.795,1219994
3/18/2019 9:45,370.01,371.3828,368.094,369.01,1887323
3/15/2019 16:00,379.03,379.88,377.4,378.94,1375200
3/15/2019 15:45,378.91,379.3727,378.11,379,548691
3/15/2019 15:30,379.2,379.879,378.4,378.94,550133
3/15/2019 15:15,380.25,380.6566,378.54,379.2,483745
3/15/2019 15:00,380.49,380.8468,380,380.3199,237498
3/15/2019 14:45,380.4984,380.98,379.4768,380.58,444469
3/15/2019 14:30,380.91,381.42,379.94,380.471,409140
3/15/2019 14:15,382.34,382.38,380.8201,380.9424,302241
3/15/2019 14:00,382.6018,383.475,382.04,382.4,341937
3/15/2019 13:45,381.64,382.66,381.42,382.58,334003
3/15/2019 13:30,382.96,383.64,380.9,381.64,507553
3/15/2019 13:15,382.0515,383.19,381.75,382.9476,483050
3/15/2019 13:00,380.2265,382.67,380.15,382.2603,689697
3/15/2019 12:45,380.82,382,379.77,380.34,603287
3/15/2019 12:30,383.36,384.055,379.98,380.71,1408984
3/15/2019 12:15,380.575,385.59,380.4526,383.51,2077985
3/15/2019 12:00,377.2895,382.07,376.8122,380.6507,1809700
3/15/2019 11:45,376.75,379.41,376,377.2,1794500
3/15/2019 11:30,375.81,378.97,372.64,376.82,3314839
3/15/2019 11:15,368.4348,376,367.12,376,1711219
3/15/2019 11:00,367.455,368.49,367.1,368.405,450390
3/15/2019 10:45,367.88,368.15,366.5,367.4114,575893
3/15/2019 10:30,368.75,368.9952,367.6,367.9,578976
3/15/2019 10:15,368.615,369.45,368.2785,369,444672
